FID1,FID2,Area,DPS1,AREA1,DPS2,AREA2
21,37,3552,Southern OR\Northern CA Coasts Coho Salmon,5208.258501,Klamath Mountains Province Steelhead,12528.26298
21,82,1657,Southern OR\Northern CA Coasts Coho Salmon,5208.258501,Southern OR & Northern CA Coastal Chinook Salmon,1656.587099
21,96,3552,Southern OR\Northern CA Coasts Coho Salmon,5208.258501,Upper Klamath-Trinity Rivers Chinook Salmon,10871.67588
22,19,0,Southwest Washington Coho Salmon,10191.6548,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
22,19,0,Southwest Washington Coho Salmon,10191.6548,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
22,23,0,Southwest Washington Coho Salmon,10191.6548,Columbia River Chum Salmon,12288.06098
22,27,368,Southwest Washington Coho Salmon,10191.6548,Pacific Coast Chum Salmon,45002.79057
22,27,9822,Southwest Washington Coho Salmon,10191.6548,Pacific Coast Chum Salmon,45002.79057
22,27,0,Southwest Washington Coho Salmon,10191.6548,Pacific Coast Chum Salmon,45002.79057
22,27,0,Southwest Washington Coho Salmon,10191.6548,Pacific Coast Chum Salmon,45002.79057
22,27,3,Southwest Washington Coho Salmon,10191.6548,Pacific Coast Chum Salmon,45002.79057
22,27,0,Southwest Washington Coho Salmon,10191.6548,Pacific Coast Chum Salmon,45002.79057
22,27,0,Southwest Washington Coho Salmon,10191.6548,Pacific Coast Chum Salmon,45002.79057
22,27,0,Southwest Washington Coho Salmon,10191.6548,Pacific Coast Chum Salmon,45002.79057
22,29,0,Southwest Washington Coho Salmon,10191.6548,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
22,29,0,Southwest Washington Coho Salmon,10191.6548,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
22,29,0,Southwest Washington Coho Salmon,10191.6548,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
22,45,368,Southwest Washington Coho Salmon,10191.6548,Olympic Peninsula Steelhead,7104.672808
22,48,0,Southwest Washington Coho Salmon,10191.6548,Puget Sound Steelhead,25904.97074
22,48,0,Southwest Washington Coho Salmon,10191.6548,Puget Sound Steelhead,25904.97074
22,55,9822,Southwest Washington Coho Salmon,10191.6548,Southwest Washington Steelhead,13241.26124
22,55,0,Southwest Washington Coho Salmon,10191.6548,Southwest Washington Steelhead,13241.26124
22,55,0,Southwest Washington Coho Salmon,10191.6548,Southwest Washington Steelhead,13241.26124
22,55,3,Southwest Washington Coho Salmon,10191.6548,Southwest Washington Steelhead,13241.26124
22,55,0,Southwest Washington Coho Salmon,10191.6548,Southwest Washington Steelhead,13241.26124
22,55,0,Southwest Washington Coho Salmon,10191.6548,Southwest Washington Steelhead,13241.26124
22,55,0,Southwest Washington Coho Salmon,10191.6548,Southwest Washington Steelhead,13241.26124
22,71,0,Southwest Washington Coho Salmon,10191.6548,Lower Columbia River Chinook Salmon,19318.85996
22,71,0,Southwest Washington Coho Salmon,10191.6548,Lower Columbia River Chinook Salmon,19318.85996
22,77,3,Southwest Washington Coho Salmon,10191.6548,Puget Sound Chinook Salmon,24956.66514
22,77,0,Southwest Washington Coho Salmon,10191.6548,Puget Sound Chinook Salmon,24956.66514
22,100,368,Southwest Washington Coho Salmon,10191.6548,Washington Coast Chinook Salmon,16928.74201
22,100,9822,Southwest Washington Coho Salmon,10191.6548,Washington Coast Chinook Salmon,16928.74201
22,100,0,Southwest Washington Coho Salmon,10191.6548,Washington Coast Chinook Salmon,16928.74201
22,100,0,Southwest Washington Coho Salmon,10191.6548,Washington Coast Chinook Salmon,16928.74201
22,100,3,Southwest Washington Coho Salmon,10191.6548,Washington Coast Chinook Salmon,16928.74201
22,100,0,Southwest Washington Coho Salmon,10191.6548,Washington Coast Chinook Salmon,16928.74201
22,100,0,Southwest Washington Coho Salmon,10191.6548,Washington Coast Chinook Salmon,16928.74201
22,100,0,Southwest Washington Coho Salmon,10191.6548,Washington Coast Chinook Salmon,16928.74201
23,12,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,499,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,6728,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,193,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,3249,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,654,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,5,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,12,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,19318.85888
23,13,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,2838.090244
23,13,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,2838.090244
23,13,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Coho Salmon,2838.090244
23,16,0,Columbia River Chum Salmon,12288.06098,Oregon Coast Coho Salmon,27837.71773
23,22,0,Columbia River Chum Salmon,12288.06098,Southwest Washington Coho Salmon,10191.6548
23,27,0,Columbia River Chum Salmon,12288.06098,Pacific Coast Chum Salmon,45002.79057
23,27,0,Columbia River Chum Salmon,12288.06098,Pacific Coast Chum Salmon,45002.79057
23,39,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Steelhead,14912.37005
23,39,6728,Columbia River Chum Salmon,12288.06098,Lower Columbia River Steelhead,14912.37005
23,39,654,Columbia River Chum Salmon,12288.06098,Lower Columbia River Steelhead,14912.37005
23,39,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Steelhead,14912.37005
23,40,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Steelhead,2029.65563
23,41,0,Columbia River Chum Salmon,12288.06098,Middle Columbia River Steelhead,77378.92864
23,41,961,Columbia River Chum Salmon,12288.06098,Middle Columbia River Steelhead,77378.92864
23,41,193,Columbia River Chum Salmon,12288.06098,Middle Columbia River Steelhead,77378.92864
23,41,0,Columbia River Chum Salmon,12288.06098,Middle Columbia River Steelhead,77378.92864
23,41,0,Columbia River Chum Salmon,12288.06098,Middle Columbia River Steelhead,77378.92864
23,42,0,Columbia River Chum Salmon,12288.06098,Middle Columbia River Steelhead,2213.29103
23,42,0,Columbia River Chum Salmon,12288.06098,Middle Columbia River Steelhead,2213.29103
23,46,0,Columbia River Chum Salmon,12288.06098,Oregon Coast Steelhead,27549.02924
23,55,3249,Columbia River Chum Salmon,12288.06098,Southwest Washington Steelhead,13241.26124
23,55,0,Columbia River Chum Salmon,12288.06098,Southwest Washington Steelhead,13241.26124
23,60,0,Columbia River Chum Salmon,12288.06098,Upper Willamette River Steelhead,12589.67106
23,60,5,Columbia River Chum Salmon,12288.06098,Upper Willamette River Steelhead,12589.67106
23,60,0,Columbia River Chum Salmon,12288.06098,Upper Willamette River Steelhead,12589.67106
23,70,0,Columbia River Chum Salmon,12288.06098,Deschutes River Summer\Fall-run Chinook Salmon,3626.262928
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,499,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,6728,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,193,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,3249,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,654,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,5,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,71,0,Columbia River Chum Salmon,12288.06098,Lower Columbia River Chinook Salmon,19318.85996
23,74,961,Columbia River Chum Salmon,12288.06098,Mid-Columbia River Spring-run Chinook Salmon,64532.4093
23,74,0,Columbia River Chum Salmon,12288.06098,Mid-Columbia River Spring-run Chinook Salmon,64532.4093
23,74,0,Columbia River Chum Salmon,12288.06098,Mid-Columbia River Spring-run Chinook Salmon,64532.4093
23,76,0,Columbia River Chum Salmon,12288.06098,Oregon Coast Chinook Salmon,28076.16511
23,98,0,Columbia River Chum Salmon,12288.06098,Upper Willamette River Chinook Salmon,17594.94158
23,98,0,Columbia River Chum Salmon,12288.06098,Upper Willamette River Chinook Salmon,17594.94158
23,98,0,Columbia River Chum Salmon,12288.06098,Upper Willamette River Chinook Salmon,17594.94158
23,98,654,Columbia River Chum Salmon,12288.06098,Upper Willamette River Chinook Salmon,17594.94158
23,98,5,Columbia River Chum Salmon,12288.06098,Upper Willamette River Chinook Salmon,17594.94158
23,98,0,Columbia River Chum Salmon,12288.06098,Upper Willamette River Chinook Salmon,17594.94158
23,100,0,Columbia River Chum Salmon,12288.06098,Washington Coast Chinook Salmon,16928.74201
24,12,212,Columbia River Chum Salmon,465.561284,Lower Columbia River Coho Salmon,19318.85888
24,12,0,Columbia River Chum Salmon,465.561284,Lower Columbia River Coho Salmon,19318.85888
24,13,254,Columbia River Chum Salmon,465.561284,Lower Columbia River Coho Salmon,2838.090244
24,39,212,Columbia River Chum Salmon,465.561284,Lower Columbia River Steelhead,14912.37005
24,39,0,Columbia River Chum Salmon,465.561284,Lower Columbia River Steelhead,14912.37005
24,40,254,Columbia River Chum Salmon,465.561284,Lower Columbia River Steelhead,2029.65563
24,71,212,Columbia River Chum Salmon,465.561284,Lower Columbia River Chinook Salmon,19318.85996
24,72,0,Columbia River Chum Salmon,465.561284,Lower Columbia River Chinook Salmon,2838.090206
24,72,254,Columbia River Chum Salmon,465.561284,Lower Columbia River Chinook Salmon,2838.090206
25,18,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
25,18,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
25,19,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
25,19,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
25,19,4,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
25,19,1245,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
25,19,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
25,19,2309,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
25,19,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
25,29,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
25,29,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
25,29,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
25,29,1245,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
25,29,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
25,29,2309,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
25,30,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
25,30,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
25,47,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Steelhead,5196.516463
25,47,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Steelhead,5196.516463
25,48,4,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Steelhead,25904.97074
25,48,1245,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Steelhead,25904.97074
25,48,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Steelhead,25904.97074
25,48,2309,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Steelhead,25904.97074
25,48,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Steelhead,25904.97074
25,77,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Chinook Salmon,24956.66514
25,77,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Chinook Salmon,24956.66514
25,77,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Chinook Salmon,24956.66514
25,77,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Chinook Salmon,24956.66514
25,77,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Chinook Salmon,24956.66514
25,77,2309,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Chinook Salmon,24956.66514
25,77,0,Hood Canal Summer-run Chum Salmon,3558.307462,Puget Sound Chinook Salmon,24956.66514
26,18,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
26,18,240,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
26,19,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
26,19,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
26,29,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
26,29,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
26,30,240,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
26,30,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
26,47,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Steelhead,5196.516463
26,47,240,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Steelhead,5196.516463
26,48,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Steelhead,25904.97074
26,48,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Steelhead,25904.97074
26,77,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Chinook Salmon,24956.66514
26,77,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Chinook Salmon,24956.66514
26,77,240,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Chinook Salmon,24956.66514
26,77,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Chinook Salmon,24956.66514
26,77,0,Hood Canal Summer-run Chum Salmon,240.253992,Puget Sound Chinook Salmon,24956.66514
27,3,30,Pacific Coast Chum Salmon,45002.79057,Lake Pleasant Sockeye Salmon,30.468371
27,7,232,Pacific Coast Chum Salmon,45002.79057,Ozette Lake Sockeye Salmon,232.354385
27,8,531,Pacific Coast Chum Salmon,45002.79057,Quinault Lake Sockeye Salmon,530.575124
27,8,0,Pacific Coast Chum Salmon,45002.79057,Quinault Lake Sockeye Salmon,530.575124
27,8,0,Pacific Coast Chum Salmon,45002.79057,Quinault Lake Sockeye Salmon,530.575124
27,15,5907,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,30,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,232,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,531,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,15,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Coho Salmon,6700.835629
27,16,291,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Coho Salmon,27837.71773
27,16,27545,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Coho Salmon,27837.71773
27,16,2,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Coho Salmon,27837.71773
27,16,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Coho Salmon,27837.71773
27,16,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Coho Salmon,27837.71773
27,16,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Coho Salmon,27837.71773
27,16,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Coho Salmon,27837.71773
27,16,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Coho Salmon,27837.71773
27,18,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
27,18,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
27,18,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,3314.55763
27,19,36,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
27,19,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
27,19,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
27,19,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
27,19,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
27,19,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
27,19,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
27,19,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Coho Salmon,27753.44966
27,20,0,Pacific Coast Chum Salmon,45002.79057,Southern OR\Northern CA Coasts Coho Salmon,47439.47922
27,20,236,Pacific Coast Chum Salmon,45002.79057,Southern OR\Northern CA Coasts Coho Salmon,47439.47922
27,22,368,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Coho Salmon,10191.6548
27,22,9822,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Coho Salmon,10191.6548
27,22,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Coho Salmon,10191.6548
27,22,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Coho Salmon,10191.6548
27,22,3,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Coho Salmon,10191.6548
27,22,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Coho Salmon,10191.6548
27,22,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Coho Salmon,10191.6548
27,22,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Coho Salmon,10191.6548
27,23,0,Pacific Coast Chum Salmon,45002.79057,Columbia River Chum Salmon,12288.06098
27,23,0,Pacific Coast Chum Salmon,45002.79057,Columbia River Chum Salmon,12288.06098
27,29,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
27,29,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
27,29,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
27,29,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
27,29,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
27,29,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Chum Salmon,27711.48191
27,30,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
27,30,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound\Strait of Georgia Chum Salmon,3314.557634
27,38,236,Pacific Coast Chum Salmon,45002.79057,Klamath Mountains Province Steelhead,33795.26712
27,38,2,Pacific Coast Chum Salmon,45002.79057,Klamath Mountains Province Steelhead,33795.26712
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,5907,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,36,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,368,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,30,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,232,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,531,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,45,0,Pacific Coast Chum Salmon,45002.79057,Olympic Peninsula Steelhead,7104.672808
27,46,27545,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Steelhead,27549.02924
27,46,2,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Steelhead,27549.02924
27,46,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Steelhead,27549.02924
27,46,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Steelhead,27549.02924
27,46,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Steelhead,27549.02924
27,46,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Steelhead,27549.02924
27,46,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Steelhead,27549.02924
27,47,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,5196.516463
27,47,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,5196.516463
27,47,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,5196.516463
27,48,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,25904.97074
27,48,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,25904.97074
27,48,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,25904.97074
27,48,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,25904.97074
27,48,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,25904.97074
27,48,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Steelhead,25904.97074
27,55,9822,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Steelhead,13241.26124
27,55,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Steelhead,13241.26124
27,55,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Steelhead,13241.26124
27,55,3,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Steelhead,13241.26124
27,55,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Steelhead,13241.26124
27,55,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Steelhead,13241.26124
27,55,0,Pacific Coast Chum Salmon,45002.79057,Southwest Washington Steelhead,13241.26124
27,60,0,Pacific Coast Chum Salmon,45002.79057,Upper Willamette River Steelhead,12589.67106
27,60,0,Pacific Coast Chum Salmon,45002.79057,Upper Willamette River Steelhead,12589.67106
27,71,0,Pacific Coast Chum Salmon,45002.79057,Lower Columbia River Chinook Salmon,19318.85996
27,71,0,Pacific Coast Chum Salmon,45002.79057,Lower Columbia River Chinook Salmon,19318.85996
27,71,0,Pacific Coast Chum Salmon,45002.79057,Lower Columbia River Chinook Salmon,19318.85996
27,71,0,Pacific Coast Chum Salmon,45002.79057,Lower Columbia River Chinook Salmon,19318.85996
27,76,291,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,27545,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,236,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,2,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,76,0,Pacific Coast Chum Salmon,45002.79057,Oregon Coast Chinook Salmon,28076.16511
27,77,3,Pacific Coast Chum Salmon,45002.79057,Puget Sound Chinook Salmon,24956.66514
27,77,0,Pacific Coast Chum Salmon,45002.79057,Puget Sound Chinook Salmon,24956.66514
27,98,0,Pacific Coast Chum Salmon,45002.79057,Upper Willamette River Chinook Salmon,17594.94158
27,98,0,Pacific Coast Chum Salmon,45002.79057,Upper Willamette River Chinook Salmon,17594.94158
27,100,0,Pacific Coast Chum Salmon,45002.79057,Washington Coast Chinook Salmon,16928.74201
27,100,5907,Pacific Coast Chum Salmon,45002.79057,Washington Coast Chinook Salmon,16928.74201
27,100,36,Pacific Coast Chum Salmon,45002.79057,Washington Coast Chinook Salmon,16928.74201
27,100,368,Pacific Coast Chum Salmon,45002.79057,Washington Coast Chinook Salmon,16928.74201
27,100,9822,Pacific Coast Chum Salmon,45002.79057,Washington Coast Chinook Salmon,16928.74201
27,100,30,Pacific Coast Chum Salmon,45002.79057,Washington Coast Chinook Salmon,16928.74201
